Price,Open,High,Low,Close,Volume,Daily Return,SMA_20,SMA_50
Ticker,,,,,,,,
Date,,,,,,,,
2015-01-02,0.02631941152652137,0.02399582860120375,0.021885181741675946,0.02304537017662439,0.28946222092067636,,,
2015-01-05,0.021979356164556207,0.02008786358165282,0.019111023739503324,0.01871458141085755,0.3616941042417629,-0.02817194575169346,,
2015-01-06,0.019529368722900092,0.01837904142352123,0.017995664363318536,0.018728659578407636,0.3715476102591581,9.423376422379448e-05,,
2015-01-07,0.02045336228521527,0.01945756211415095,0.020955668536533467,0.020823717316657886,0.20407711952476842,0.014022178232697469,,
2015-01-08,0.02329538975392978,0.024990288791706006,0.02381559442644851,0.026644913148002908,0.3296161053587239,0.03842237820492178,,
2015-01-09,0.028111398479417016,0.026531051394547783,0.025974840911870967,0.02681365847196482,0.29268827287093363,0.0010725801155035963,,
2015-01-12,0.02801335882841971,0.025662583014989193,0.023958570628583836,0.022932829136628363,0.2662964431457233,-0.024640923063888653,,
2015-01-13,0.026375367250102533,0.025900714620902154,0.02411587354902031,0.02429673742380975,0.37998788519387844,0.00887877532576331,,
2015-01-14,0.023029380862927218,0.022665141910976266,0.02352960250239819,0.023706201047432512,0.26177123549999975,-0.0038104438612270863,,
2015-01-15,0.02437335836257079,0.02206282470441112,0.020898468711650714,0.01951604944218721,0.3338499318725491,-0.027140426305983123,,
2015-01-16,0.02021537366707049,0.018589153649386764,0.018810745523044875,0.018349018728238076,0.4544393496203653,-0.007769964907430538,,
2015-01-20,0.02134938086567209,0.020536114051812715,0.02066970083682501,0.022187637646754188,0.2679202248002173,0.025757244565944193,,
2015-01-21,0.02290335126237822,0.02346350727083854,0.023200683800671362,0.023354656317788408,0.25928960693369757,0.007634095942005814,,
2015-01-22,0.024737379984645508,0.025438497873704835,0.02527414496435354,0.02736200851735157,0.29331992458639117,0.02601563724652811,,
2015-01-23,0.02759337564268549,0.027231364195525937,0.027862351443099842,0.02817753063040143,0.24552820408021586,0.005160107109674739,,
2015-01-26,0.029609392352679842,0.028085805062613073,0.029678422672275023,0.02834627595436337,0.3051746388251017,0.0010622322387483507,,
2015-01-27,0.02776137336263035,0.025452504071679205,0.024287469080073315,0.022778174023131426,0.5656165701344444,-0.035013363396463104,,
2015-01-28,0.035055376966791646,0.033352362595022444,0.03326758194499588,0.03145369725015093,0.8974677382582612,0.05653286975978333,,
2015-01-29,0.03322136273711468,0.034851078009641434,0.03362505424388593,0.03650152117069175,0.49304963110464245,0.031133399142695417,,
2015-01-30,0.03613338083524656,0.035985642532708834,0.035469710514558134,0.034054954831542195,0.4885459348176497,-0.014634048304590808,24.6392352104187,
2015-02-02,0.035643388345827504,0.03482307769485041,0.03436865598644717,0.0361218923634371,0.3516137511686616,0.01254692458854656,24.742787742614745,
2015-02-03,0.03627338917272452,0.034711024967526344,0.03655648964635727,0.03615002461270736,0.28106040568792917,0.00016865500521268117,24.880858421325684,
2015-02-04,0.03627335982564475,0.036699975279911284,0.03755742370930759,0.037429524109163004,0.399920440565664,0.007669404730899387,25.02894992828369,
2015-02-05,0.0390644979118136,0.03697241129525397,0.039574568508505104,0.038629419937948856,0.21802886531004956,0.0071375145861110045,25.16995267868042,
2015-02-06,0.039064536115184234,0.037000569114926773,0.038426124229597236,0.037203707411360365,0.22754861933744036,-0.008420670182522572,25.25356740951538,
2015-02-09,0.03699839318303122,0.036423988564133924,0.0383973885824338,0.03831886929071743,0.19614985790280876,0.0066424017921764555,25.344676780700684,
2015-02-10,0.03927532735816222,0.03967233457865532,0.0408809662892447,0.04156560302638454,0.3468512667175443,0.019211385238238066,25.492229080200197,
2015-02-11,0.0429297058087795,0.043567550436124425,0.044240273044934025,0.04560288186954209,0.42216253363390566,0.023438860093411007,25.660951709747316,
2015-02-12,0.04755391644143547,0.0471674894380065,0.04864758705652031,0.04783328992866076,0.4281120539713472,0.012652319878901697,25.852013301849365,
2015-02-13,0.04926868794668571,0.04688626792974915,0.04876246520614583,0.048708532856835296,0.2964214713997523,0.004902911861596637,26.083187580108643,
2015-02-17,0.04956381633486931,0.049136185655307835,0.05058563907789099,0.04976722550809809,0.35430788588484935,0.005901620371069782,26.331987285614012,
2015-02-18,0.04976057911284079,0.04899554564965408,0.05134649414795894,0.051023566479148436,0.2352738045592021,0.006962310476387845,26.560338020324707,
2015-02-19,0.050955274725237254,0.04934709906334439,0.05260982789409932,0.050642420264612936,0.18619335810724813,-0.0020976076509359176,26.77642889022827,
2015-02-20,0.051152036229811904,0.05000800921300211,0.05220785061715738,0.05212462610512561,0.2617177830328506,0.008174347650169667,26.97252321243286,
2015-02-23,0.05311979040191203,0.054929757029788556,0.05451916899908188,0.05706534034030264,0.40529436909221905,0.027027051953846692,27.20128479003906,
2015-02-24,0.057223914196318254,0.05577348236492116,0.056686903628672486,0.05589367310410648,0.393912904745585,-0.006240671802152042,27.419431686401367,
2015-02-25,0.05528430764863376,0.052961084341708486,0.05235141774541474,0.05112237859612728,0.4296582643625394,-0.025573022675369428,27.643888473510742,
2015-02-26,0.05139100635318636,0.05193454705982789,0.050140619162772376,0.053423358136720195,0.5377091674077493,0.01265637393313579,27.817865467071535,
2015-02-27,0.0530917013731827,0.051512698837092946,0.05248064994669993,0.05065657068965257,0.34689233385693935,-0.015028313165649787,27.929958820343018,
2015-03-02,0.05203750423032888,0.05110483251475498,0.05256672941206536,0.05154583157080253,0.2561658969022503,0.004903880528105642,28.068468475341795,
2015-03-03,0.051629946704052354,0.05003615476281939,0.052265280345656556,0.05192701391408283,0.1891521477217597,0.0020917941556122255,28.19362869262695,
2015-03-04,0.051826714742000984,0.050092388993953435,0.05259547883426963,0.050769460974181474,0.1490627973599044,-0.006338982111908087,28.30939950942993,
2015-03-05,0.05109582857998768,0.0489533539134861,0.048920333550127176,0.04776269436135669,0.31105506207086264,-0.01657067237024168,28.391227531433106,
2015-03-06,0.05084281569298102,0.049825191687474624,0.049638125610960315,0.048030890076788624,0.4174711018525354,0.0015029657759777493,28.4656774520874,
2015-03-09,0.05022441372517675,0.050106473930538964,0.047915423591385814,0.048793194548774566,0.51972436779013,0.00426553474343061,28.557454204559328,
2015-03-10,0.04804582685048692,0.04680183849132227,0.046106550376196376,0.04508058064914322,0.39149124723998674,-0.02068598683789835,28.610999965667723,
2015-03-11,0.04571271550710593,0.043356679374479484,0.04368045354208869,0.0418762379740204,0.39202837934890006,-0.0182311238969165,28.613459873199464,
2015-03-12,0.04228322670890522,0.0435394939617523,0.04299136143910848,0.04499594304303384,0.2578998427878199,0.01807918160766797,28.60865354537964,
2015-03-13,0.04522072912612937,0.044242545726601745,0.04435513215220205,0.04378188474629344,0.2804841620176872,-0.006910718664424387,28.57657060623169,
