Price,Close,High,Low,Open,Volume,Daily Return,SMA_20,SMA_50
Ticker,,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2015-01-02,24.34716796875,24.81705307269228,23.90623251185277,24.805917678201215,212818400,,,
2015-01-05,23.661272048950195,24.195738769154584,23.474209631341235,24.11556867617278,257142000,-0.02817148674869141,,
2015-01-06,23.663503646850582,23.924055645542914,23.300510745350667,23.725857797065174,263188400,9.431436719764541e-05,,
2015-01-07,23.995317459106445,24.095529242203433,23.761487699849283,23.872834880634,160423600,0.014022175972239204,,
2015-01-08,24.91727638244629,24.97517740241073,24.206880699840255,24.324910159504846,237458000,0.038422451585025996,,
2015-01-09,24.94399070739746,25.220131182365414,24.543140260651413,25.09096807185582,214798000,0.0010721205857793237,,
2015-01-12,24.329360961914062,25.082067353023294,24.229149170742033,25.0753867934816,198603200,-0.02464039345962077,,
2015-01-13,24.54536819458008,25.119919947298015,24.253639179396174,24.81482811759365,268367600,0.008878458953532009,,
2015-01-14,24.45183563232422,24.60549354909599,24.16233235309282,24.282587482972506,195826400,-0.0038105992753662,,
2015-01-15,23.7882137298584,24.509743049160285,23.752583512361454,24.496381929976845,240056000,-0.02713996251424744,,
2015-01-16,23.60337448120117,23.95745939320074,23.427445734852384,23.83497681693794,314053200,-0.00777020295665265,,
2015-01-20,24.211332321166992,24.267005913995643,23.716950545004867,24.015360187035284,199599600,0.02575724248454514,,
2015-01-21,24.396163940429688,24.732431147291503,24.111113777752077,24.262545986446522,194303600,0.007634095340598224,,
2015-01-22,25.030845642089844,25.046434178854543,24.434024707490803,24.55427986211409,215185600,0.026015635212565114,,
2015-01-23,25.160009384155277,25.33148329272044,24.837101544746282,25.00857715233457,185859200,0.005160182916402967,,
2015-01-26,25.186723709106445,25.46731898856069,25.119916441918114,25.32924791793533,222460000,0.0010617772252499158,,
2015-01-27,24.304861068725582,25.048661076493936,24.28036455445931,25.03529826024312,382274800,-0.03501299536080671,,
2015-01-28,25.678882598876957,26.30465482030051,25.678882598876953,26.19553337551537,585908400,0.05653278684729468,,
2015-01-29,26.47835731506348,26.542938877422472,25.734557337396886,25.90380551119899,337745600,0.031133547696560848,,
2015-01-30,26.090869903564453,26.723321018811966,26.021833502263554,26.367010411699074,334982000,-0.014634118230536397,24.63923635482788,
2015-02-02,26.418231964111328,26.53848712534815,25.85036235157558,26.289070523396077,250956400,0.012546996775379737,24.742789554595948,
2015-02-03,26.422687530517575,26.520671898687173,26.191085180167523,26.389283034972465,207662800,0.00016865498085949504,24.880860328674316,
2015-02-04,26.62533569335937,26.836896343295066,26.34696775846218,26.389280228253927,280598800,0.007669475809670923,25.028951930999757,
2015-02-05,26.81537437438965,26.88021081728184,26.661108296276215,26.833258936851163,168984800,0.007137513052189348,25.169954776763916,
2015-02-06,26.589561462402344,26.884678026144194,26.4822455729834,26.833255438234904,174826400,-0.008421024030265678,25.253569030761717,
2015-02-09,26.76618194580078,26.79300963629944,26.477772332843948,26.504601729070643,155559200,0.006642474478121052,25.344678592681884,
2015-02-10,27.28039932250977,27.309464928267612,26.864554767080033,26.866789270809072,248034000,0.01921145786687961,25.49223051071167,
2015-02-11,27.919828414916992,27.928771550106983,27.387724664077226,27.448088694448884,294247200,0.023439139759204863,25.660953521728516,
2015-02-12,28.273067474365234,28.501113100082545,28.074087457143616,28.18363785066684,297898000,0.012651906530324997,25.852015113830568,
2015-02-13,28.41168975830078,28.456403727172283,28.09197993425669,28.456403727172283,217088800,0.004902979984794165,26.083188915252684,
2015-02-17,28.57936668395996,28.81411926008152,28.375914223890828,28.503350898026657,252609600,0.005901687899791064,26.331988525390624,
2015-02-18,28.778350830078125,28.79176468009199,28.494411829441287,28.534655085211522,179566800,0.0069625106923676405,26.56033945083618,
2015-02-19,28.717979431152344,28.8476523081472,28.691151736414305,28.724686354836855,149449600,-0.002097806065477603,26.776430225372316,
2015-02-20,28.95272827148437,28.952728271484375,28.6285478264115,28.75598277148708,195793600,0.008174281233636504,26.97252435684204,
2015-02-23,29.7352237701416,29.7352237701416,28.988490397971443,29.068976854408973,283896400,0.027026658466169806,27.201285076141357,
2015-02-24,29.54967498779297,29.869386497832515,29.326101745777628,29.721827339352725,276912400,-0.006240033160098468,27.419432640075684,
2015-02-25,28.793989181518555,29.422232701058835,28.65090247865047,29.413287863185527,298846800,-0.025573405006538596,27.643889045715333,
2015-02-26,29.158424377441406,29.25903166290082,28.306610796317273,28.793998869255304,365150000,0.012656641413089309,27.817866134643555,
2015-02-27,28.720212936401367,29.19195249469217,28.6710265626303,29.06451414134275,248059200,-0.01502863924907627,27.92995891571045,
2015-03-02,28.861068725585938,29.127121426952076,28.684447367071435,28.896841262726593,192386800,0.004904413121744167,28.068468856811524,
2015-03-03,28.92142868041992,28.95720121041736,28.637489767181634,28.832000766882555,151265200,0.002091397079154955,28.19362869262695,
2015-03-04,28.73810195922852,28.966147612814165,28.688918986353976,28.86330583572629,126665200,-0.006338785100042932,28.3093994140625,
2015-03-05,28.26189613342285,28.785056734152093,28.116573175755203,28.747049689975064,226068400,-0.01657053853038981,28.391227436065673,
2015-03-06,28.304372787475582,28.923669932423294,28.22835870208837,28.706803609469112,291368400,0.001502965471679607,28.465677356719972,
2015-03-09,28.42510032653809,28.96838504941082,27.960067598750246,28.608430306914087,354114000,0.004265331719907506,28.557454299926757,
2015-03-10,27.83710289001465,28.442986128726435,27.678366103995987,28.26189236121879,275426400,-0.0206858526361815,28.611000347137452,
2015-03-11,27.32958984375,27.895229815540816,27.300525939309438,27.890759101676228,275756000,-0.01823153250788523,28.613459873199464,
2015-03-12,27.823686599731445,27.924295572360155,27.193210186359096,27.345240044477947,193450800,0.0180791866546961,28.608652782440185,
2015-03-13,27.631410598754883,28.036079245224027,27.405602897906892,27.812506048221806,207309200,-0.006910514905613452,28.576569938659667,
2015-03-16,27.935470581054688,27.935470581054688,27.47043962268411,27.696247325940234,143497200,0.011004142593918242,28.552758979797364,26.707245292663575
2015-03-17,28.402746200561523,28.46534643834115,28.09197951606369,28.147872829185296,204092400,0.016726964314097925,28.543927955627442,26.788356857299803
2015-03-18,28.72245407104492,28.87672015062682,28.252950613824687,28.393801139272227,261083600,0.01125623093717154,28.54113311767578,26.8895804977417
2015-03-19,28.505586624145508,28.89683977388868,28.483229642448713,28.785053159676345,183238000,-0.007550449775739598,28.53051347732544,26.9864221572876
2015-03-20,28.14787101745605,28.70680240696809,27.98242729886884,28.673267785836416,274780400,-0.012548964924175787,28.490270614624023,27.06947322845459
2015-03-23,28.44074821472168,28.583834934551618,28.286482151952924,28.42062744430571,150838800,0.010404950238829702,28.425546836853027,27.139942665100097
2015-03-24,28.32448959350586,28.62631137025159,28.295423985491286,28.445219327641052,131369200,-0.004087748336931596,28.36428756713867,27.207552642822264
2015-03-25,27.58446311950684,28.353555537956826,27.584463119506836,28.290955309613835,206620800,-0.026126736425594377,28.303811264038085,27.27265468597412
2015-03-26,27.776731491088867,27.919818190271027,27.41007161121858,27.445844138878122,190291600,0.006970169067603171,28.23472661972046,27.3372819519043
2015-03-27,27.555395126342773,27.879575563185004,27.47938106198508,27.850511663117892,158184800,-0.007968409271519317,28.17648572921753,27.39935314178467
2015-03-30,28.252948760986328,28.25965568474945,27.72307960923156,27.734258952655647,188398800,0.025314593800787044,28.146079730987548,27.488647842407225
2015-03-31,27.819210052490234,28.279770244160932,27.80355999857117,28.19034063359716,168362400,-0.01535198014782202,28.090968799591064,27.572964553833007
2015-04-01,27.778972625732425,27.97348194147982,27.521863081209762,27.906409293090153,162485600,-0.0014463899831047566,28.04301233291626,27.644317359924315
2015-04-02,28.01819610595703,28.071853201619977,27.765558979221026,27.953359666905495,128880400,0.008611674860970364,28.03082733154297,27.71675800323486
2015-04-06,28.47204971313477,28.507822247696573,27.796859327699778,27.828159442577196,148776000,0.01619853060708798,28.039211177825926,27.78558208465576
2015-04-07,28.172462463378903,28.64420039724339,28.16575553956841,28.536886204818757,140049200,-0.0105221525241177,28.026579284667967,27.845831146240233
2015-04-08,28.080799102783203,28.259658380258855,27.93994857313785,28.136692413778285,149316800,-0.003253650997489199,28.038764095306398,27.903712654113768
2015-04-09,28.29543113708496,28.29990355747675,27.870643309209367,28.136694327748437,129936000,0.0076433734494572025,28.087056159973145,27.983524055480956
2015-04-10,28.41616439819336,28.440757596188465,28.004790369418533,28.159054777344686,160752000,0.004266881834154468,28.11668004989624,28.038269691467285
2015-04-13,28.360258102416992,28.744805958262354,28.306601015760258,28.700088592213685,145460400,-0.001967411751739534,28.153122425079346,28.075907707214355
2015-04-14,28.23730087280273,28.45863790263033,28.150107445727365,28.393801458392254,102098400,-0.004335546918163735,28.16821393966675,28.118836326599123
2015-04-15,28.344614028930664,28.42286431884388,28.17246339112159,28.261893024906005,115881600,0.003800404175007266,28.165307331085206,28.157363967895506
2015-04-16,28.208234786987305,28.416157964771934,28.19482093865553,28.232827979414505,113476000,-0.004811469360780918,28.139596366882323,28.1930749130249
2015-04-17,27.89076042175293,28.20152707476349,27.825923980413755,28.069619687911235,207828000,-0.01125466969598643,28.108855056762696,28.218383407592775
2015-04-20,28.52793502807617,28.64419232138033,27.984652178129117,28.07408178375501,188217200,0.022845365156350717,28.127858257293703,28.252634620666505
2015-04-21,28.37367820739746,28.662086160547364,28.320019406400373,28.639730885391035,129740400,-0.005407219994257972,28.12450475692749,28.288316955566405
2015-04-22,28.755992889404297,28.811886206891995,28.24177539195469,28.391569073446835,150618000,0.013474272852899372,28.14607992172241,28.328113174438478
2015-04-23,28.99073600769043,29.158415905221077,28.64866928964441,28.684441819867114,183083600,0.008163276406033315,28.216393566131593,28.36231990814209
